<BEGIN>;;;;;;;;;;;;;;
<Hydro generating units>;;;;;;;;;;;;;;
ID;Name;Hydro plant ID;Hydro plant name;Group ID;Group name;Bus ID;Minimum generation (MW);Maximum generation (MW);Minimum turbine discharge (m3/s);Maximum turbine discharge (m3/s);Turbine or Pump?;Conversion rate MW/(m3/s/) for pumps;ID Bus - DESSEM;Comments
4;G4-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;2;Group 2;24;26;48;73.8;123;Turbine;0;24;
5;G5-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;36;49.4;85.2;142;Turbine;0;22;
6;G6-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;36;49.4;85.2;142;Turbine;0;22;
7;G7-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;36;49.4;85.2;142;Turbine;0;22;
8;G8-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;3;Group 3;22;36;49.4;85.2;142;Turbine;0;22;
9;G9-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;4;Group 4;22;36;52;88.8;148;Turbine;0;22;
10;G10-MASCARENHAS DE MORAES;76;MASCARENHAS DE MORAES;4;Group 4;22;36;52;88.8;148;Turbine;0;22;
1;G1-JAGUARA;77;JAGUARA;1;Group 1;301;75;106;161.4;269;Turbine;0;301;
2;G2-JAGUARA;77;JAGUARA;2;Group 2;301;80;106;161.4;269;Turbine;0;301;
3;G3-JAGUARA;77;JAGUARA;1;Group 1;301;75;106;161.4;269;Turbine;0;301;
4;G4-JAGUARA;77;JAGUARA;1;Group 1;301;75;106;161.4;269;Turbine;0;301;
1;G1-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;12;42;90;296;Turbine;0;343;
2;G2-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;12;42;90;296;Turbine;0;343;
3;G3-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;12;42;90;296;Turbine;0;343;
4;G4-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;12;42;90;296;Turbine;0;343;
5;G5-IGARAPAVA;78;IGARAPAVA;1;Group 1;343;12;42;90;296;Turbine;0;343;
1;G1-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;50;95;190;396;Turbine;0;305;
2;G2-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;50;95;190;396;Turbine;0;305;
3;G3-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;50;95;190;396;Turbine;0;305;
4;G4-VOLTA GRANDE;79;VOLTA GRANDE;1;Group 1;305;50;95;190;396;Turbine;0;305;
1;G1-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;40;80;150;497;Turbine;0;28;
2;G2-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;40;80;150;497;Turbine;0;28;
3;G3-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;40;80;150;497;Turbine;0;28;
4;G4-PORTO COLÔMBIA;80;PORTO COLÔMBIA;1;Group 1;28;40;80;150;497;Turbine;0;28;
1;G1-CACONDE;81;CACONDE;1;Group 1;521;24.72;41.2;28.8;48;Turbine;0;521;
2;G2-CACONDE;81;CACONDE;2;Group 2;521;23.52;39.2;27.6;46;Turbine;0;521;
1;G1-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;16.32;27.2;22.2;37;Turbine;0;522;
2;G2-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;16.32;27.2;22.2;37;Turbine;0;522;
3;G3-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;16.32;27.2;22.2;37;Turbine;0;522;
4;G4-E. DA CUNHA;82;E. DA CUNHA;1;Group 1;522;16.32;27.2;22.2;37;Turbine;0;522;
1;G1-A. S. OLIVEIRA;83;A. S. OLIVEIRA;1;Group 1;523;6.4;16;36;89;Turbine;0;523;
2;G2-A. S. OLIVEIRA;83;A. S. OLIVEIRA;1;Group 1;523;6.4;16;36;89;Turbine;0;523;
1;G1-SÃO DOMINGOS;84;SÃO DOMINGOS;1;Group 1;1866;9.6;24;32.4;81;Turbine;0;1866;
2;G2-SÃO DOMINGOS;84;SÃO DOMINGOS;1;Group 1;1866;9.6;24;32.4;81;Turbine;0;1866;
1;PUMP-PEDREIRA;87;PEDREIRA;1;Group 1;483;0;0;0;395;Pump;0.25;483;
1;PUMP-TRAIÇÃO;88;TRAIÇÃO;1;Group 1;483;0;0;0;270;Pump;0.3;483;
1;G1-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;14;35;75.6;189;Turbine;0;516;
2;G2-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;14;35;75.6;189;Turbine;0;516;
3;G3-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;14;35;75.6;189;Turbine;0;516;
4;G4-BARRA BONITA;91;BARRA BONITA;1;Group 1;516;14;35;75.6;189;Turbine;0;516;
1;G1-BARIRI;92;BARIRI;1;Group 1;515;19.2;48;103;257;Turbine;0;515;
2;G2-BARIRI;92;BARIRI;1;Group 1;515;19.2;48;103;257;Turbine;0;515;
3;G3-BARIRI;92;BARIRI;1;Group 1;515;19.2;48;103;257;Turbine;0;515;
1;G1-IBITINGA;93;IBITINGA;1;Group 1;517;17;43.8;94;234;Turbine;0;517;
2;G2-IBITINGA;93;IBITINGA;1;Group 1;517;17;43.8;94;234;Turbine;0;517;
3;G3-IBITINGA;93;IBITINGA;1;Group 1;517;17;43.8;94;234;Turbine;0;517;
1;G1-PROMISSÃO;94;PROMISSÃO;1;Group 1;519;35;88;173;431;Turbine;0;519;
2;G2-PROMISSÃO;94;PROMISSÃO;1;Group 1;519;35;88;173;431;Turbine;0;519;
3;G3-PROMISSÃO;94;PROMISSÃO;1;Group 1;519;35;88;173;431;Turbine;0;519;
1;G1-N.AVANHANDAVA;95;N.AVANHANDAVA;1;Group 1;518;46;115.8;191;477;Turbine;0;518;
2;G2-N.AVANHANDAVA;95;N.AVANHANDAVA;1;Group 1;518;46;115.8;191;477;Turbine;0;518;
3;G3-N.AVANHANDAVA;95;N.AVANHANDAVA;1;Group 1;518;46;115.8;191;477;Turbine;0;518;
1;G1-HENRY BORDEN;96;HENRY BORDEN;1;External 1;7452;0;40;0;7;Turbine;0;7452;
2;G2-HENRY BORDEN;96;HENRY BORDEN;2;External 2;7452;0;36;0;6;Turbine;0;7452;
3;G3-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7451;0;65;0;11;Turbine;0;7451;
4;G4-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7453;0;65;0;11;Turbine;0;7453;Group changed after network reduction
5;G5-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7453;0;65;0;11;Turbine;0;7453;Group changed after network reduction
6;G6-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7453;0;65;0;11;Turbine;0;7453;Group changed after network reduction
7;G7-HENRY BORDEN;96;HENRY BORDEN;3;External 3;7451;0;65;0;11;Turbine;0;7451;Group changed after network reduction
8;G8-HENRY BORDEN;96;HENRY BORDEN;4;Underground 1;7454;0;68;0;12;Turbine;0;7454;
9;G9-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7454;0;70;0;12;Turbine;0;7454;Group changed after network reduction
10;G10-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7454;0;70;0;12;Turbine;0;7454;Group changed after network reduction
11;G11-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7458;0;70;0;12;Turbine;0;7458;Group changed after network reduction
12;G12-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7458;0;70;0;12;Turbine;0;7458;Group changed after network reduction
13;G13-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7459;0;70;0;12;Turbine;0;7459;Group changed after network reduction
14;G14-HENRY BORDEN;96;HENRY BORDEN;5;Underground 2;7459;0;70;0;12;Turbine;0;7459;Group changed after network reduction
1;G1-JURUMIRIM;97;JURUMIRIM;1;Group 1;506;21;48.9;73;182;Turbine;0;506;
2;G2-JURUMIRIM;97;JURUMIRIM;1;Group 1;506;21;48.9;73;182;Turbine;0;506;
1;G1-PIRAJU;98;PIRAJU;1;Group 1;614;16;40;72;181;Turbine;0;614;
2;G2-PIRAJU;98;PIRAJU;1;Group 1;614;16;40;72;181;Turbine;0;614;
1;G1-OURINHOS;99;OURINHOS;1;Group 1;2031;6;14.7;65;162;Turbine;0;2031;
2;G2-OURINHOS;99;OURINHOS;1;Group 1;2031;6;14.7;65;162;Turbine;0;2031;
3;G3-OURINHOS;99;OURINHOS;1;Group 1;2031;6;14.7;65;162;Turbine;0;2031;
1;G1-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;7;18.45;60;145;Turbine;0;512;
2;G2-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;7;18.45;60;145;Turbine;0;512;
3;G3-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;7;18.45;60;145;Turbine;0;512;
4;G4-L. N. GARCEZ;100;L. N. GARCEZ;1;Group 1;512;7;18.45;60;145;Turbine;0;512;
1;G1-CANOAS II;101;CANOAS II;1;Group 1;509;7;24;75;187;Turbine;0;509;
2;G2-CANOAS II;101;CANOAS II;1;Group 1;509;7;24;75;187;Turbine;0;509;
3;G3-CANOAS II;101;CANOAS II;1;Group 1;509;7;24;75;187;Turbine;0;509;
1;G1-CANOAS I;102;CANOAS I;1;Group 1;508;8;27.5;77;189;Turbine;0;508;
2;G2-CANOAS I;102;CANOAS I;1;Group 1;508;8;27.5;77;189;Turbine;0;508;
3;G3-CANOAS I;102;CANOAS I;1;Group 1;508;8;27.5;77;189;Turbine;0;508;
1;G1-MAUÁ;103;MAUÁ;1;Group 1;983;60;117;60;113;Turbine;0;983;
2;G2-MAUÁ;103;MAUÁ;1;Group 1;983;60;117;60;113;Turbine;0;983;
3;G3-MAUÁ;103;MAUÁ;1;Group 1;983;60;117;60;113;Turbine;0;983;
1;G1-SANTA CLARA - PR;104;SANTA CLARA - PR;1;Group 1;806;35;60;49;81;Turbine;0;806;
2;G2-SANTA CLARA - PR;104;SANTA CLARA - PR;1;Group 1;806;35;60;49;81;Turbine;0;806;
1;G1-FUNDÃO;105;FUNDÃO;1;Group 1;2475;35;60;49;81;Turbine;0;2475;
2;G2-FUNDÃO;105;FUNDÃO;1;Group 1;2475;35;60;49;81;Turbine;0;2475;
1;G1-BAIXO IGUAÇU;107;BAIXO IGUAÇU;1;Group 1;9356;41;117;340;840;Turbine;0;9356;
2;G2-BAIXO IGUAÇU;107;BAIXO IGUAÇU;1;Group 1;9356;41;117;340;840;Turbine;0;9356;
3;G3-BAIXO IGUAÇU;107;BAIXO IGUAÇU;1;Group 1;9356;41;117;340;840;Turbine;0;9356;
1;G1-MANSO;108;MANSO;1;Group 1;21;31;52.5;60;100;Turbine;0;21;
2;G2-MANSO;108;MANSO;1;Group 1;21;31;52.5;60;100;Turbine;0;21;
3;G3-MANSO;108;MANSO;1;Group 1;21;31;52.5;60;100;Turbine;0;21;
4;G4-MANSO;108;MANSO;1;Group 1;21;31;52.5;60;100;Turbine;0;21;
1;G1-ITIQUIRA I;109;ITIQUIRA I;1;Group 1;4523;18;30.4;24;40;Turbine;0;4523;
2;G2-ITIQUIRA I;109;ITIQUIRA I;1;Group 1;4523;18;30.4;24;40;Turbine;0;4523;
1;G1-ITIQUIRA II;110;ITIQUIRA II;1;Group 1;4525;28;48.3;24;39;Turbine;0;4525;
2;G2-ITIQUIRA II;110;ITIQUIRA II;1;Group 1;4525;28;48.3;24;39;Turbine;0;4525;
1;G1-PONTE PEDRA;111;PONTE PEDRA;1;Group 1;4520;40;58.7;16;26;Turbine;0;4520;
2;G2-PONTE PEDRA;111;PONTE PEDRA;1;Group 1;4520;40;58.7;16;26;Turbine;0;4520;
3;G3-PONTE PEDRA;111;PONTE PEDRA;1;Group 1;4520;40;58.7;16;26;Turbine;0;4520;
1;G1-JAURU;112;JAURU;1;Group 1;4809;19;40.5;26;42;Turbine;0;4809;
2;G2-JAURU;112;JAURU;1;Group 1;4809;19;40.5;26;42;Turbine;0;4809;
3;G3-JAURU;112;JAURU;2;Group 2;4809;19;40.5;26;43;Turbine;0;4809;
1;G1-PASSO FUNDO;113;PASSO FUNDO;1;Group 1;917;70;113;31;51;Turbine;0;917;
2;G2-PASSO FUNDO;113;PASSO FUNDO;1;Group 1;917;70;113;31;51;Turbine;0;917;
1;G1-MONJOLINHO;114;MONJOLINHO;1;Group 1;931;18.92;37.12;41;67;Turbine;0;931;
2;G2-MONJOLINHO;114;MONJOLINHO;1;Group 1;931;18.92;37.12;41;67;Turbine;0;931;
1;G1-GARIBALDI;115;GARIBALDI;1;Group 1;9735;32;63;100;167;Turbine;0;9735;
2;G2-GARIBALDI;115;GARIBALDI;1;Group 1;9735;32;63;100;167;Turbine;0;9735;
3;G3-GARIBALDI;115;GARIBALDI;1;Group 1;9735;32;63;100;167;Turbine;0;9735;
1;G1-QUEBRA-QUEIXO;116;QUEBRA-QUEIXO;1;Group 1;2836;25;40.5;23;38;Turbine;0;2836;
2;G2-QUEBRA-QUEIXO;116;QUEBRA-QUEIXO;2;Group 2;2836;15;40.5;23;38;Turbine;0;2836;
3;G3-QUEBRA-QUEIXO;116;QUEBRA-QUEIXO;2;Group 2;2836;15;40.5;23;38;Turbine;0;2836;
1;G1-SÃO JOSÉ;117;SÃO JOSÉ;1;Group 1;9220;8;25.5;58;144;Turbine;0;9220;
2;G2-SÃO JOSÉ;117;SÃO JOSÉ;1;Group 1;9220;8;25.5;58;144;Turbine;0;9220;
1;G1-PASSO S. JOÃO;118;PASSO S. JOÃO;1;Group 1;9218;10;38.5;57;163;Turbine;0;9218;
2;G2-PASSO S. JOÃO;118;PASSO S. JOÃO;1;Group 1;9218;10;38.5;57;163;Turbine;0;9218;
1;G1-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;150;213.75;284;472;Turbine;0;1070;
2;G2-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;150;213.75;284;472;Turbine;0;1070;
3;G3-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;150;213.75;284;472;Turbine;0;1070;
4;G4-FOZ DO CHAPECÓ;119;FOZ DO CHAPECÓ;1;Group 1;1070;150;213.75;284;472;Turbine;0;1070;
1;G1-PASSO REAL;121;PASSO REAL;1;Group 1;1175;40;82;97;242;Turbine;0;1175;
2;G2-PASSO REAL;121;PASSO REAL;2;Group 2;1175;40;76;90;224;Turbine;0;1175;
1;G1-JACUÍ;122;JACUÍ;1;Group 1;1162;18;30;23;39;Turbine;0;1162;
2;G2-JACUÍ;122;JACUÍ;1;Group 1;1162;18;30;23;39;Turbine;0;1162;
3;G3-JACUÍ;122;JACUÍ;1;Group 1;1162;18;30;23;39;Turbine;0;1162;
4;G4-JACUÍ;122;JACUÍ;1;Group 1;1162;18;30;23;39;Turbine;0;1162;
5;G5-JACUÍ;122;JACUÍ;1;Group 1;1162;18;30;23;39;Turbine;0;1162;
6;G6-JACUÍ;122;JACUÍ;1;Group 1;1162;18;30;23;39;Turbine;0;1162;
1;G1-ITAÚBA;123;ITAÚBA;1;Group 1;1155;75;125;93;155;Turbine;0;1155;
2;G2-ITAÚBA;123;ITAÚBA;1;Group 1;1155;75;125;93;155;Turbine;0;1155;
3;G3-ITAÚBA;123;ITAÚBA;1;Group 1;1155;75;125;93;155;Turbine;0;1155;
4;G4-ITAÚBA;123;ITAÚBA;1;Group 1;1155;75;125;93;155;Turbine;0;1155;
1;G1-DONA FRANCISCA;124;DONA FRANCISCA;1;Group 1;1176;32;62.5;113;188;Turbine;0;1176;
2;G2-DONA FRANCISCA;124;DONA FRANCISCA;1;Group 1;1176;32;62.5;113;188;Turbine;0;1176;
1;G1-CASTRO ALVES;125;CASTRO ALVES;1;Group 1;1166;19.44;43.33;22;53;Turbine;0;1166;
2;G2-CASTRO ALVES;125;CASTRO ALVES;1;Group 1;1166;19.44;43.33;22;53;Turbine;0;1166;
3;G3-CASTRO ALVES;125;CASTRO ALVES;1;Group 1;1166;19.44;43.33;22;53;Turbine;0;1166;
1;G1-MONTE CLARO;126;MONTE CLARO;1;Group 1;1159;20;65.35;75;186;Turbine;0;1159;
2;G2-MONTE CLARO;126;MONTE CLARO;1;Group 1;1159;20;65.35;75;186;Turbine;0;1159;
1;G1-14 DE JULHO;127;14 DE JULHO;1;Group 1;1168;15.54;51.8;70;170;Turbine;0;1168;
2;G2-14 DE JULHO;127;14 DE JULHO;1;Group 1;1168;15.54;51.8;70;170;Turbine;0;1168;
1;G1-SALTO PILÃO;128;SALTO PILÃO;1;Group 1;2863;36.46;95.94;35;55;Turbine;0;2863;
2;G2-SALTO PILÃO;128;SALTO PILÃO;1;Group 1;2863;36.46;95.94;35;55;Turbine;0;2863;
1;G1-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;15;68.6;2.5;10;Turbine;0;804;
2;G2-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;15;68.6;2.5;10;Turbine;0;804;
3;G3-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;15;68.6;2.5;10;Turbine;0;804;
4;G4-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;15;68.6;2.5;10;Turbine;0;804;
1;G1-ROSAL;130;ROSAL;1;Group 1;2696;20;27.5;10;16;Turbine;0;2696;
2;G2-ROSAL;130;ROSAL;2;Group 2;2696;15;27.5;10;16;Turbine;0;2696;
1;G1-GUILMAN-AMORIM;131;GUILMAN-AMORIM;1;Group 1;306;21.5;35.9;21;34;Turbine;0;306;
2;G2-GUILMAN-AMORIM;131;GUILMAN-AMORIM;1;Group 1;306;21.5;35.9;21;34;Turbine;0;306;
3;G3-GUILMAN-AMORIM;131;GUILMAN-AMORIM;1;Group 1;306;21.5;35.9;21;34;Turbine;0;306;
4;G4-GUILMAN-AMORIM;131;GUILMAN-AMORIM;2;Group 2;306;25.1;35.9;21;34;Turbine;0;306;
1;G1-SÁ CARVALHO;132;SÁ CARVALHO;1;Group 1;1599;1;15;10;16;Turbine;0;1599;
2;G2-SÁ CARVALHO;132;SÁ CARVALHO;2;Group 2;1599;8;15;10;16;Turbine;0;1599;
3;G3-SÁ CARVALHO;132;SÁ CARVALHO;3;Group 3;1599;9;18;12;19;Turbine;0;1599;
4;G4-SÁ CARVALHO;132;SÁ CARVALHO;4;Group 4;1599;22.5;30;20;32;Turbine;0;1599;
1;G1-CANDONGA;133;CANDONGA;1;Group 1;1559;25;45;43;106;Turbine;0;1559;
2;G2-CANDONGA;133;CANDONGA;1;Group 1;1559;25;45;43;106;Turbine;0;1559;
3;G3-CANDONGA;133;CANDONGA;1;Group 1;1559;25;45;43;106;Turbine;0;1559;
1;G1-BAGUARI;134;BAGUARI;1;Group 1;1496;14;35;88;218;Turbine;0;1496;
2;G2-BAGUARI;134;BAGUARI;1;Group 1;1496;14;35;88;218;Turbine;0;1496;
3;G3-BAGUARI;134;BAGUARI;1;Group 1;1496;14;35;88;218;Turbine;0;1496;
4;G4-BAGUARI;134;BAGUARI;1;Group 1;1496;14;35;88;218;Turbine;0;1496;
1;G1-AIMORÉS;135;AIMORÉS;1;Group 1;4042;35;110;173;432;Turbine;0;4042;
2;G2-AIMORÉS;135;AIMORÉS;1;Group 1;4042;35;110;173;432;Turbine;0;4042;
3;G3-AIMORÉS;135;AIMORÉS;1;Group 1;4042;35;110;173;432;Turbine;0;4042;
1;G1-MASCARENHAS;136;MASCARENHAS;1;Group 1;2600;18;45;122;304;Turbine;0;2600;
2;G2-MASCARENHAS;136;MASCARENHAS;1;Group 1;2600;18;45;122;304;Turbine;0;2600;
3;G3-MASCARENHAS;136;MASCARENHAS;2;Group 2;2600;20;49.5;122;304;Turbine;0;2600;
4;G4-MASCARENHAS;136;MASCARENHAS;2;Group 2;2600;20;49.5;122;304;Turbine;0;2600;
1;G1-SALTO GRANDE;137;SALTO GRANDE;1;Group 1;1502;19;27;21;35;Turbine;0;1502;
2;G2-SALTO GRANDE;137;SALTO GRANDE;1;Group 1;1502;19;27;21;35;Turbine;0;1502;
3;G3-SALTO GRANDE;137;SALTO GRANDE;2;Group 2;1502;15;24;19;31;Turbine;0;1502;
4;G4-SALTO GRANDE;137;SALTO GRANDE;2;Group 2;1502;15;24;19;31;Turbine;0;1502;
1;G1-PORTO ESTRELA;138;PORTO ESTRELA;1;Group 1;1594;20;56;50;124;Turbine;0;1594;
2;G2-PORTO ESTRELA;138;PORTO ESTRELA;1;Group 1;1594;20;56;50;124;Turbine;0;1594;
1;G1-SANTA CLARA - MG;139;SANTA CLARA - MG;1;Group 1;1511;10.1;20.6;20;44;Turbine;0;1511;
2;G2-SANTA CLARA - MG;139;SANTA CLARA - MG;1;Group 1;1511;10.1;20.6;20;44;Turbine;0;1511;
3;G3-SANTA CLARA - MG;139;SANTA CLARA - MG;1;Group 1;1511;10.1;20.6;20;44;Turbine;0;1511;
1;G1-IRAPÉ;140;IRAPÉ;1;Group 1;4064;70;133;54;89;Turbine;0;4064;
2;G2-IRAPÉ;140;IRAPÉ;1;Group 1;4064;70;133;54;89;Turbine;0;4064;
3;G3-IRAPÉ;140;IRAPÉ;1;Group 1;4064;70;133;54;89;Turbine;0;4064;
1;G1-ITAPEBI;141;ITAPEBI;1;Group 1;5975;90;154;132;220;Turbine;0;5975;
2;G2-ITAPEBI;141;ITAPEBI;1;Group 1;5975;90;154;132;220;Turbine;0;5975;
3;G3-ITAPEBI;141;ITAPEBI;1;Group 1;5975;90;154;132;220;Turbine;0;5975;
1;G1-PEDRA DO CAVALO;142;PEDRA DO CAVALO;1;Group 1;5888;40;80;54;90;Turbine;0;5888;
2;G2-PEDRA DO CAVALO;142;PEDRA DO CAVALO;1;Group 1;5888;40;80;54;90;Turbine;0;5888;
1;G1-RETIRO BAIXO;143;RETIRO BAIXO;1;Group 1;4068;12.7;42.35;53;131;Turbine;0;4068;
2;G2-RETIRO BAIXO;143;RETIRO BAIXO;1;Group 1;4068;12.7;42.35;53;131;Turbine;0;4068;
1;G1-QUEIMADO;144;QUEIMADO;1;Group 1;4039;17.3;35;15;24;Turbine;0;4039;
2;G2-QUEIMADO;144;QUEIMADO;1;Group 1;4039;17.3;35;15;24;Turbine;0;4039;
3;G3-QUEIMADO;144;QUEIMADO;1;Group 1;4039;17.3;35;15;24;Turbine;0;4039;
1;G1-BOA ESPERANÇA;145;BOA ESPERANÇA;1;Group 1;5520;47.1;55;87;145;Turbine;0;5520;
2;G2-BOA ESPERANÇA;145;BOA ESPERANÇA;1;Group 1;5520;47.1;55;87;145;Turbine;0;5520;
3;G3-BOA ESPERANÇA;145;BOA ESPERANÇA;2;Group 2;5522;53.1;63.55;100;167;Turbine;0;5522;
4;G4-BOA ESPERANÇA;145;BOA ESPERANÇA;2;Group 2;5522;53.1;63.55;100;167;Turbine;0;5522;
1;G1-CANA BRAVA;146;CANA BRAVA;1;Group 1;3964;120;150;231;385;Turbine;0;3964;
2;G2-CANA BRAVA;146;CANA BRAVA;1;Group 1;3964;120;150;231;385;Turbine;0;3964;
3;G3-CANA BRAVA;146;CANA BRAVA;1;Group 1;3964;120;150;231;385;Turbine;0;3964;
1;G1-SÃO SALVADOR;147;SÃO SALVADOR;1;Group 1;3968;60;121.6;234;585;Turbine;0;3968;
2;G2-SÃO SALVADOR;147;SÃO SALVADOR;1;Group 1;3968;60;121.6;234;585;Turbine;0;3968;
1;G1-PEIXE ANGICAL;148;PEIXE ANGICAL;1;Group 1;7110;70;166.25;280;691;Turbine;0;7110;
2;G2-PEIXE ANGICAL;148;PEIXE ANGICAL;1;Group 1;7110;70;166.25;280;691;Turbine;0;7110;
3;G3-PEIXE ANGICAL;148;PEIXE ANGICAL;1;Group 1;7110;70;166.25;280;691;Turbine;0;7110;
1;G1-DARDANELOS;149;DARDANELOS;1;Group 1;4890;34.8;58;41;68;Turbine;0;4890;
2;G2-DARDANELOS;149;DARDANELOS;1;Group 1;4890;34.8;58;41;68;Turbine;0;4890;Group changed after network reduction
3;G3-DARDANELOS;149;DARDANELOS;1;Group 1;4891;34.8;58;41;68;Turbine;0;4891;Group changed after network reduction
4;G4-DARDANELOS;149;DARDANELOS;1;Group 1;4891;34.8;58;41;68;Turbine;0;4891;
5;G5-DARDANELOS;149;DARDANELOS;2;Group 2;4891;17.4;29;21;34;Turbine;0;4891;
1;G1-RONDON II;150;RONDON II;1;Group 1;6831;19.7;24.4;28;46;Turbine;0;6831;
2;G2-RONDON II;150;RONDON II;1;Group 1;6831;19.7;24.4;28;46;Turbine;0;6831;
3;G3-RONDON II;150;RONDON II;1;Group 1;6831;19.7;24.4;28;46;Turbine;0;6831;
1;G1-GUAPORÉ;151;GUAPORÉ;1;Group 1;4804;24;40;17;28;Turbine;0;4804;
2;G2-GUAPORÉ;151;GUAPORÉ;1;Group 1;4804;24;40;17;28;Turbine;0;4804;
3;G3-GUAPORÉ;151;GUAPORÉ;1;Group 1;4804;24;40;17;28;Turbine;0;4804;
1;G1-SAMUEL;152;SAMUEL;1;Group 1;6891;22.2;43.2;102;169;Turbine;0;6891;
2;G2-SAMUEL;152;SAMUEL;1;Group 1;6891;22.2;43.2;102;169;Turbine;0;6891;
3;G3-SAMUEL;152;SAMUEL;1;Group 1;6891;22.2;43.2;102;169;Turbine;0;6891;
4;G4-SAMUEL;152;SAMUEL;1;Group 1;6891;22.2;43.2;102;169;Turbine;0;6891;
5;G5-SAMUEL;152;SAMUEL;1;Group 1;6891;22.2;43.2;102;169;Turbine;0;6891;
1;G1-BALBINA;153;BALBINA;1;Group 1;8597;20;50;102;255;Turbine;0;8597;
2;G2-BALBINA;153;BALBINA;1;Group 1;8597;20;50;102;255;Turbine;0;8597;
3;G3-BALBINA;153;BALBINA;1;Group 1;8597;20;50;102;255;Turbine;0;8597;
4;G4-BALBINA;153;BALBINA;1;Group 1;8597;20;50;102;255;Turbine;0;8597;
5;G5-BALBINA;153;BALBINA;1;Group 1;8597;20;50;102;255;Turbine;0;8597;
1;G1-SANTO ANTÔNIO JARI;154;SANTO ANTÔNIO JARI;1;Group 1;8269;51;129.9;234;585;Turbine;0;8269;
2;G2-SANTO ANTÔNIO JARI;154;SANTO ANTÔNIO JARI;1;Group 1;8269;51;129.9;234;585;Turbine;0;8269;
3;G3-SANTO ANTÔNIO JARI;154;SANTO ANTÔNIO JARI;1;Group 1;8269;51;129.9;234;585;Turbine;0;8269;
1;G1-SINOP;155;SINOP;1;Group 1;4478;61;201;320;800;Turbine;0;4478;
2;G2-SINOP;155;SINOP;1;Group 1;4478;61;201;320;800;Turbine;0;4478;
1;G1-COLÍDER;156;COLÍDER;1;Group 1;4462;30;100;207;517;Turbine;0;4462;
2;G2-COLÍDER;156;COLÍDER;1;Group 1;4462;30;100;207;517;Turbine;0;4462;
3;G3-COLÍDER;156;COLÍDER;1;Group 1;4462;30;100;207;517;Turbine;0;4462;
1;G1-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;85;175;380;947;Turbine;0;4489;
2;G2-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;85;175;380;947;Turbine;0;4489;
3;G3-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;85;175;380;947;Turbine;0;4489;
4;G4-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;85;175;380;947;Turbine;0;4489;
1;G1-CURUÁ-UNA;158;CURUÁ-UNA;1;Group 1;99751;4;10;25;62;Turbine;0;99751;
2;G2-CURUÁ-UNA;158;CURUÁ-UNA;1;Group 1;99751;4;10;25;62;Turbine;0;99751;
