<BEGIN>;;;;;;;;;;;;;;;;
<Hydro generating units>;;;;;;;;;;;;;;;;
ID;Name;Hydro plant ID;Hydro plant name;Group ID;Group name;Bus ID;Bus name;Minimum generation (MW);Maximum generation (MW);Minimum turbine discharge (m3/s);Maximum turbine discharge (m3/s);Turbine type;Turbine or Pump?;Conversion rate MW/(m3/s/) for pumps;ID Bus - DESSEM;Comments
632;G4-C. CACHOEIRA;129;CAPIVARI-CACHOEIRA;1;Group 1;804;name;15;68.6;2.5;10;Pelton;Turbine;0;804;
633;G1-ROSAL;130;ROSAL;1;Group 1;2696;name;20;27.5;10;16;Francis;Turbine;0;2696;
634;G2-ROSAL;130;ROSAL;2;Group 2;2696;name;15;27.5;10;16;Francis;Turbine;0;2696;
635;G1-GUILMAN-AMORIM;131;GUILMAN-AMORIM;1;Group 1;306;name;21.5;35.9;21;34;Francis;Turbine;0;306;
636;G2-GUILMAN-AMORIM;131;GUILMAN-AMORIM;1;Group 1;306;name;21.5;35.9;21;34;Francis;Turbine;0;306;
637;G3-GUILMAN-AMORIM;131;GUILMAN-AMORIM;1;Group 1;306;name;21.5;35.9;21;34;Francis;Turbine;0;306;
638;G4-GUILMAN-AMORIM;131;GUILMAN-AMORIM;2;Group 2;306;name;25.1;35.9;21;34;Francis;Turbine;0;306;
639;G1-SÁ CARVALHO;132;SÁ CARVALHO;1;Group 1;1599;name;1;15;10;16;Francis;Turbine;0;1599;
640;G2-SÁ CARVALHO;132;SÁ CARVALHO;2;Group 2;1599;name;8;15;10;16;Francis;Turbine;0;1599;
641;G3-SÁ CARVALHO;132;SÁ CARVALHO;3;Group 3;1599;name;9;18;12;19;Francis;Turbine;0;1599;
642;G4-SÁ CARVALHO;132;SÁ CARVALHO;4;Group 4;1599;name;22.5;30;20;32;Francis;Turbine;0;1599;
643;G1-CANDONGA;133;CANDONGA;1;Group 1;1559;name;25;45;43;106;Kaplan;Turbine;0;1559;
644;G2-CANDONGA;133;CANDONGA;1;Group 1;1559;name;25;45;43;106;Kaplan;Turbine;0;1559;
645;G3-CANDONGA;133;CANDONGA;1;Group 1;1559;name;25;45;43;106;Kaplan;Turbine;0;1559;
646;G1-BAGUARI;134;BAGUARI;1;Group 1;1496;name;14;35;88;218;Kaplan;Turbine;0;1496;
647;G2-BAGUARI;134;BAGUARI;1;Group 1;1496;name;14;35;88;218;Kaplan;Turbine;0;1496;
648;G3-BAGUARI;134;BAGUARI;1;Group 1;1496;name;14;35;88;218;Kaplan;Turbine;0;1496;
649;G4-BAGUARI;134;BAGUARI;1;Group 1;1496;name;14;35;88;218;Kaplan;Turbine;0;1496;
650;G1-AIMORÉS;135;AIMORÉS;1;Group 1;4042;name;35;110;173;432;Kaplan;Turbine;0;4042;
651;G2-AIMORÉS;135;AIMORÉS;1;Group 1;4042;name;35;110;173;432;Kaplan;Turbine;0;4042;
652;G3-AIMORÉS;135;AIMORÉS;1;Group 1;4042;name;35;110;173;432;Kaplan;Turbine;0;4042;
653;G1-MASCARENHAS;136;MASCARENHAS;1;Group 1;2600;name;18;45;122;304;Kaplan;Turbine;0;2600;
654;G2-MASCARENHAS;136;MASCARENHAS;1;Group 1;2600;name;18;45;122;304;Kaplan;Turbine;0;2600;
655;G3-MASCARENHAS;136;MASCARENHAS;2;Group 2;2600;name;20;49.5;122;304;Kaplan;Turbine;0;2600;
656;G4-MASCARENHAS;136;MASCARENHAS;2;Group 2;2600;name;20;49.5;122;304;Kaplan;Turbine;0;2600;
657;G1-SALTO GRANDE;137;SALTO GRANDE;1;Group 1;1502;name;19;27;21;35;Francis;Turbine;0;1502;
658;G2-SALTO GRANDE;137;SALTO GRANDE;1;Group 1;1502;name;19;27;21;35;Francis;Turbine;0;1502;
659;G3-SALTO GRANDE;137;SALTO GRANDE;2;Group 2;1502;name;15;24;19;31;Francis;Turbine;0;1502;
660;G4-SALTO GRANDE;137;SALTO GRANDE;2;Group 2;1502;name;15;24;19;31;Francis;Turbine;0;1502;
661;G1-PORTO ESTRELA;138;PORTO ESTRELA;1;Group 1;1594;name;20;56;50;124;Kaplan;Turbine;0;1594;
662;G2-PORTO ESTRELA;138;PORTO ESTRELA;1;Group 1;1594;name;20;56;50;124;Kaplan;Turbine;0;1594;
663;G1-SANTA CLARA - MG;139;SANTA CLARA - MG;1;Group 1;1511;name;10.1;20.6;20;44;Francis;Turbine;0;1511;
664;G2-SANTA CLARA - MG;139;SANTA CLARA - MG;1;Group 1;1511;name;10.1;20.6;20;44;Francis;Turbine;0;1511;
665;G3-SANTA CLARA - MG;139;SANTA CLARA - MG;1;Group 1;1511;name;10.1;20.6;20;44;Francis;Turbine;0;1511;
666;G1-IRAPÉ;140;IRAPÉ;1;Group 1;4064;name;70;133;54;89;Francis;Turbine;0;4064;
667;G2-IRAPÉ;140;IRAPÉ;1;Group 1;4064;name;70;133;54;89;Francis;Turbine;0;4064;
668;G3-IRAPÉ;140;IRAPÉ;1;Group 1;4064;name;70;133;54;89;Francis;Turbine;0;4064;
669;G1-ITAPEBI;141;ITAPEBI;1;Group 1;5975;name;90;154;132;220;Francis;Turbine;0;5975;
670;G2-ITAPEBI;141;ITAPEBI;1;Group 1;5975;name;90;154;132;220;Francis;Turbine;0;5975;
671;G3-ITAPEBI;141;ITAPEBI;1;Group 1;5975;name;90;154;132;220;Francis;Turbine;0;5975;
672;G1-PEDRA DO CAVALO;142;PEDRA DO CAVALO;1;Group 1;5888;name;40;80;54;90;Francis;Turbine;0;5888;
673;G2-PEDRA DO CAVALO;142;PEDRA DO CAVALO;1;Group 1;5888;name;40;80;54;90;Francis;Turbine;0;5888;
674;G1-RETIRO BAIXO;143;RETIRO BAIXO;1;Group 1;4068;name;12.7;42.35;53;131;Kaplan;Turbine;0;4068;
675;G2-RETIRO BAIXO;143;RETIRO BAIXO;1;Group 1;4068;name;12.7;42.35;53;131;Kaplan;Turbine;0;4068;
676;G1-QUEIMADO;144;QUEIMADO;1;Group 1;4039;name;17.3;35;15;24;Francis;Turbine;0;4039;
677;G2-QUEIMADO;144;QUEIMADO;1;Group 1;4039;name;17.3;35;15;24;Francis;Turbine;0;4039;
678;G3-QUEIMADO;144;QUEIMADO;1;Group 1;4039;name;17.3;35;15;24;Francis;Turbine;0;4039;
679;G1-BOA ESPERANÇA;145;BOA ESPERANÇA;1;Group 1;5520;name;47.1;55;87;145;Francis;Turbine;0;5520;
680;G2-BOA ESPERANÇA;145;BOA ESPERANÇA;1;Group 1;5520;name;47.1;55;87;145;Francis;Turbine;0;5520;
681;G3-BOA ESPERANÇA;145;BOA ESPERANÇA;2;Group 2;5522;name;53.1;63.55;100;167;Francis;Turbine;0;5522;
682;G4-BOA ESPERANÇA;145;BOA ESPERANÇA;2;Group 2;5522;name;53.1;63.55;100;167;Francis;Turbine;0;5522;
683;G1-CANA BRAVA;146;CANA BRAVA;1;Group 1;3964;name;120;150;231;385;Francis;Turbine;0;3964;
684;G2-CANA BRAVA;146;CANA BRAVA;1;Group 1;3964;name;120;150;231;385;Francis;Turbine;0;3964;
685;G3-CANA BRAVA;146;CANA BRAVA;1;Group 1;3964;name;120;150;231;385;Francis;Turbine;0;3964;
686;G1-SÃO SALVADOR;147;SÃO SALVADOR;1;Group 1;3968;name;60;121.6;234;585;Kaplan;Turbine;0;3968;
687;G2-SÃO SALVADOR;147;SÃO SALVADOR;1;Group 1;3968;name;60;121.6;234;585;Kaplan;Turbine;0;3968;
688;G1-PEIXE ANGICAL;148;PEIXE ANGICAL;1;Group 1;7110;name;70;166.25;280;691;Kaplan;Turbine;0;7110;
689;G2-PEIXE ANGICAL;148;PEIXE ANGICAL;1;Group 1;7110;name;70;166.25;280;691;Kaplan;Turbine;0;7110;
690;G3-PEIXE ANGICAL;148;PEIXE ANGICAL;1;Group 1;7110;name;70;166.25;280;691;Kaplan;Turbine;0;7110;
691;G1-DARDANELOS;149;DARDANELOS;1;Group 1;4890;name;34.8;58;41;68;Francis;Turbine;0;4890;
692;G2-DARDANELOS;149;DARDANELOS;1;Group 1;4890;name;34.8;58;41;68;Francis;Turbine;0;4890;Group changed after network reduction
693;G3-DARDANELOS;149;DARDANELOS;1;Group 1;4891;name;34.8;58;41;68;Francis;Turbine;0;4891;Group changed after network reduction
694;G4-DARDANELOS;149;DARDANELOS;1;Group 1;4891;name;34.8;58;41;68;Francis;Turbine;0;4891;
695;G5-DARDANELOS;149;DARDANELOS;2;Group 2;4891;name;17.4;29;21;34;Francis;Turbine;0;4891;
696;G1-RONDON II;150;RONDON II;1;Group 1;6831;name;19.7;24.4;28;46;Francis;Turbine;0;6831;
697;G2-RONDON II;150;RONDON II;1;Group 1;6831;name;19.7;24.4;28;46;Francis;Turbine;0;6831;
698;G3-RONDON II;150;RONDON II;1;Group 1;6831;name;19.7;24.4;28;46;Francis;Turbine;0;6831;
699;G1-GUAPORÉ;151;GUAPORÉ;1;Group 1;4804;name;24;40;17;28;Francis;Turbine;0;4804;
700;G2-GUAPORÉ;151;GUAPORÉ;1;Group 1;4804;name;24;40;17;28;Francis;Turbine;0;4804;
701;G3-GUAPORÉ;151;GUAPORÉ;1;Group 1;4804;name;24;40;17;28;Francis;Turbine;0;4804;
702;G1-SAMUEL;152;SAMUEL;1;Group 1;6891;name;22.2;43.2;102;169;Francis;Turbine;0;6891;
703;G2-SAMUEL;152;SAMUEL;1;Group 1;6891;name;22.2;43.2;102;169;Francis;Turbine;0;6891;
704;G3-SAMUEL;152;SAMUEL;1;Group 1;6891;name;22.2;43.2;102;169;Francis;Turbine;0;6891;
705;G4-SAMUEL;152;SAMUEL;1;Group 1;6891;name;22.2;43.2;102;169;Francis;Turbine;0;6891;
706;G5-SAMUEL;152;SAMUEL;1;Group 1;6891;name;22.2;43.2;102;169;Francis;Turbine;0;6891;
707;G1-BALBINA;153;BALBINA;1;Group 1;8597;name;20;50;102;255;Kaplan;Turbine;0;8597;
708;G2-BALBINA;153;BALBINA;1;Group 1;8597;name;20;50;102;255;Kaplan;Turbine;0;8597;
709;G3-BALBINA;153;BALBINA;1;Group 1;8597;name;20;50;102;255;Kaplan;Turbine;0;8597;
710;G4-BALBINA;153;BALBINA;1;Group 1;8597;name;20;50;102;255;Kaplan;Turbine;0;8597;
711;G5-BALBINA;153;BALBINA;1;Group 1;8597;name;20;50;102;255;Kaplan;Turbine;0;8597;
712;G1-SANTO ANTÔNIO JARI;154;SANTO ANTÔNIO JARI;1;Group 1;8269;name;51;129.9;234;585;Kaplan;Turbine;0;8269;
713;G2-SANTO ANTÔNIO JARI;154;SANTO ANTÔNIO JARI;1;Group 1;8269;name;51;129.9;234;585;Kaplan;Turbine;0;8269;
714;G3-SANTO ANTÔNIO JARI;154;SANTO ANTÔNIO JARI;1;Group 1;8269;name;51;129.9;234;585;Kaplan;Turbine;0;8269;
715;G1-SINOP;155;SINOP;1;Group 1;4478;name;61;201;320;800;Kaplan;Turbine;0;4478;
716;G2-SINOP;155;SINOP;1;Group 1;4478;name;61;201;320;800;Kaplan;Turbine;0;4478;
717;G1-COLÍDER;156;COLÍDER;1;Group 1;4462;name;30;100;207;517;Kaplan;Turbine;0;4462;
718;G2-COLÍDER;156;COLÍDER;1;Group 1;4462;name;30;100;207;517;Kaplan;Turbine;0;4462;
719;G3-COLÍDER;156;COLÍDER;1;Group 1;4462;name;30;100;207;517;Kaplan;Turbine;0;4462;
720;G1-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;name;85;175;380;947;Kaplan;Turbine;0;4489;
721;G2-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;name;85;175;380;947;Kaplan;Turbine;0;4489;
722;G3-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;name;85;175;380;947;Kaplan;Turbine;0;4489;
723;G4-SÃO MANOEL;157;SÃO MANOEL;1;Group 1;4489;name;85;175;380;947;Kaplan;Turbine;0;4489;
724;G1-CURUÁ-UNA;158;CURUÁ-UNA;1;Group 1;99751;name;4;10;25;62;Kaplan;Turbine;0;99751;
725;G2-CURUÁ-UNA;158;CURUÁ-UNA;1;Group 1;99751;name;4;10;25;62;Kaplan;Turbine;0;99751;
726;G3-CURUÁ-UNA;158;CURUÁ-UNA;2;Group 2;99752;name;4.12;10.3;26;64;Kaplan;Turbine;0;99752;
727;G1-CACHOEIRA CALDEIRÃO;159;CACHOEIRA CALDEIRÃO;1;Group 1;8276;name;22.65;73;220;547;Bulbo;Turbine;0;8276;
728;G2-CACHOEIRA CALDEIRÃO;159;CACHOEIRA CALDEIRÃO;1;Group 1;8276;name;22.65;73;220;547;Bulbo;Turbine;0;8276;
729;G3-CACHOEIRA CALDEIRÃO;159;CACHOEIRA CALDEIRÃO;1;Group 1;8276;name;22.65;73;220;547;Bulbo;Turbine;0;8276;
730;G1-COARACY NUNES;160;COARACY NUNES;1;Group 1;8224;name;6.38;24;50;123;Kaplan;Turbine;0;8224;
731;G2-COARACY NUNES;160;COARACY NUNES;1;Group 1;8224;name;6.38;24;50;123;Kaplan;Turbine;0;8224;
732;G3-COARACY NUNES;160;COARACY NUNES;2;Group 2;8225;name;6.88;30;62;153;Kaplan;Turbine;0;8225;
733;G1-FERREIRA GOMES;161;FERREIRA GOMES;1;Group 1;8279;name;20;84;230;574;Kaplan;Turbine;0;8279;
734;G2-FERREIRA GOMES;161;FERREIRA GOMES;1;Group 1;8279;name;20;84;230;574;Kaplan;Turbine;0;8279;
735;G3-FERREIRA GOMES;161;FERREIRA GOMES;1;Group 1;8279;name;20;84;230;574;Kaplan;Turbine;0;8279;
736;G1-LAJES;47;LAJES;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
737;G1-SANTA BRANCA;49;SANTA BRANCA;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
738;G1-SANTANA;52;SANTANA;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
739;G1-GUARAPIRANGA;85;GUARAPIRANGA;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
740;G1-BILLINGS;86;BILLINGS;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
741;G1-EDGARD DE SOUZA;90;EDGARD DE SOUZA;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
742;G1-JORDÃO;106;JORDÃO;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
743;G1-ERNESTINA;120;ERNESTINA;1;Group 1;8279;name;0;0;0;0;Kaplan;Turbine;0;8279;
</Hydro generating units>;;;;;;;;;;;;;;;;
</END>;;;;;;;;;;;;;;;;
