<BEGIN>;;;;;;
<Buses>;;;;;;
ID;Name;Reference bus;Base voltage (kV);Area;Subsystem market - Name;Subsystem market - ID
887;IBIPOR-PR138;892;VERACR-PR138;99999;0.0213;
887;IBIPOR-PR138;894;PALERM-PR138;99999;0.0283;
887;IBIPOR-PR138;2480;ASSAI--PR138;99999;0.0664;
887;IBIPOR-PR138;2490;IGAPO--PR138;99999;0.0342;
889;LONDRC-PR230;890;LONDRI-PR138;99999;0.067111;
889;LONDRC-PR230;890;LONDRI-PR138;99999;0.066223;
889;LONDRC-PR230;890;LONDRI-PR138;99999;0.0656;
889;LONDRC-PR230;1029;LOND-F-PR230;424;0.0001;
890;LONDRI-PR138;894;PALERM-PR138;99999;0.026;
890;LONDRI-PR138;2486;JBANDE-PR138;99999;0.0132;
890;LONDRI-PR138;2488;ROLAND-PR138;99999;0.0567;
890;LONDRI-PR138;2492;DXT+AT-PR138;99999;0.0269;
890;LONDRI-PR138;9409;SEMIRA-PR138;99999;0.0186;
890;LONDRI-PR138;9413;CAMBE--PR138;99999;0.028;
891;RDAV-B-PR138;892;VERACR-PR138;99999;0.0073;
891;RDAV-B-PR138;893;RDAV-A-PR138;99999;0.0001;
892;VERACR-PR138;9409;SEMIRA-PR138;99999;0.024;
893;RDAV-A-PR138;2492;DXT+AT-PR138;99999;0.0218;
895;BATEIA-PR525;959;CURITI-PR525;2997;0.00409;
896;CASCOE-PR525;897;SCAXIA-PR525;1637;0.0074;
896;CASCOE-PR525;999;IVAIPE-PR525;2401;0.0243;
897;SCAXIA-PR525;808;GJRICHUHE003;1478;0.0136;
897;SCAXIA-PR525;809;GJRICHSIN000;1478;0.0408;
897;SCAXIA-PR525;1060;SSANTI-PR525;1637;0.0117;
898;FCHOPI-PR230;848;FCHOPI-PR138;99999;0.063673;
898;FCHOPI-PR230;848;FCHOPI-PR138;99999;0.0656;
898;FCHOPI-PR230;1047;SOSORI-PR230;370;0.0089;
898;FCHOPI-PR230;1047;SOSORI-PR230;410;0.009;
899;HORIZO-PR138;2472;SARAND-PR138;99999;0.0297;
930;ALEGRE-RS138;1182;ALEGRE-RS069;99999;0.38976;
930;ALEGRE-RS138;1182;ALEGRE-RS069;99999;0.38976;
930;ALEGRE-RS138;1383;SMARI3-RS138;99999;0.50178;
932;ALZANT-RS138;931;MONJOLUHE001;99999;0.14685;
932;ALZANT-RS138;1042;PFUNDO-RS138;99999;0.0455;
933;AREIA--PR525;895;BATEIA-PR525;2110;0.0255;
933;AREIA--PR525;955;CNOVOS-SC525;2728;0.02048;
933;AREIA--PR525;959;CURITI-PR525;2182;0.0269;
934;AREIA--PR230;823;AREIA--PR138;99999;0.064627;
934;AREIA--PR230;829;PGROSN-PR230;318;0.1807;
934;AREIA--PR230;933;AREIA--PR525;672;0.0126;
934;AREIA--PR230;9335;AREIA--PR000;99999;0.058768;
936;BGRAND-SC230;956;CNOVOS-SC230;851;0.02408;
936;BGRAND-SC230;1150;BGRANDUHE002;735;0.01865;
936;BGRAND-SC230;1151;BGRANDSIN001;735;0.05595;
936;BGRAND-SC230;1325;LVERME-RS230;380;0.05258;
936;BGRAND-SC230;9739;ABATIS-SC230;466;0.035593;
936;BGRAND-SC230;9739;ABATIS-SC230;466;0.035593;
938;BLUMEN-SC525;946;BIGUAC-SC525;2728;0.010309;
938;BLUMEN-SC525;955;CNOVOS-SC525;2037;0.029224;
938;BLUMEN-SC525;959;CURITI-PR525;2214;0.01603;
939;BLUMEN-SC230;938;BLUMEN-SC525;672;0.01259;
939;BLUMEN-SC230;938;BLUMEN-SC525;672;0.0126;
939;BLUMEN-SC230;938;BLUMEN-SC525;672;0.01272;
939;BLUMEN-SC230;991;ITAJAI-SC230;350;0.028408;
939;BLUMEN-SC230;1015;JOINVI-SC230;333;0.06562;
939;BLUMEN-SC230;1020;JOINOR-SC230;333;0.070907;
939;BLUMEN-SC230;9533;GASPA2-SC230;319;0.014692;
939;BLUMEN-SC230;9533;GASPA2-SC230;333;0.014692;
940;BLUMEN-SC138;939;BLUMEN-SC230;99999;0.0612;
940;BLUMEN-SC138;939;BLUMEN-SC230;99999;0.05907;
940;BLUMEN-SC138;939;BLUMEN-SC230;99999;0.0602;
940;BLUMEN-SC138;939;BLUMEN-SC230;99999;0.06013;
940;BLUMEN-SC138;985;ILHOTA-SC138;99999;0.1049;
940;BLUMEN-SC138;2712;BLUME2-SC138;286;0.0014;
940;BLUMEN-SC138;2712;BLUME2-SC138;286;0.0014;
940;BLUMEN-SC138;2752;GASPAR-SC138;99999;0.0848;
944;BIGUACCER525;946;BIGUAC-SC525;99999;0.00001;
947;BIGUAC-SC230;946;BIGUAC-SC525;705;0.01897;
947;BIGUAC-SC230;946;BIGUAC-SC525;807;0.01987;
947;BIGUAC-SC230;946;BIGUAC-SC525;807;0.02007;
947;BIGUAC-SC230;1010;JLAC-B-SC230;333;0.12581;
947;BIGUAC-SC230;1032;PALH-F-SC230;327;0.0153;
947;BIGUAC-SC230;1034;PALHOC-SC230;404;0.01526;
947;BIGUAC-SC230;9533;GASPA2-SC230;319;0.10135;
948;BIGUAC-SC138;947;BIGUAC-SC230;99999;0.0613;
948;BIGUAC-SC138;947;BIGUAC-SC230;99999;0.0615;
948;BIGUAC-SC138;947;BIGUAC-SC230;99999;0.0617;
948;BIGUAC-SC138;947;BIGUAC-SC230;99999;0.06087;
948;BIGUAC-SC138;967;FLORIA-SC138;99999;0.0484;
948;BIGUAC-SC138;2709;BIGQBO-SC138;99999;0.0212;
948;BIGUAC-SC138;2775;ITAJFZ-SC138;99999;0.1678;
948;BIGUAC-SC138;2870;TIJUCA-SC138;99999;0.0642;
948;BIGUAC-SC138;9932;SJOSRP-SC138;99999;0.0383;
950;LAGES--SC230;949;RIOSUL-SC230;473;0.08966;
950;LAGES--SC230;949;RIOSUL-SC230;473;0.08966;
951;CHARQU-RS230;1202;AFPIRA-RS069;99999;0.11663;
951;CHARQU-RS230;1203;CHARQU-RS069;99999;0.1046;
951;CHARQU-RS230;1258;CINPAL-RS230;298;0.04315;
951;CHARQU-RS230;9265;AFPIRA-RS034;99999;0.1445;
951;CHARQU-RS230;9780;SCHAR2-RS230;255;0.062;
953;CNOVOG-SC230;1157;CNOVOSUHE001;933;0.013703;
953;CNOVOG-SC230;1158;CNOVOSSIN002;622;0.020555;
954;CMOURA-PR230;860;CMOURA-PR138;99999;0.066;
954;CMOURA-PR230;860;CMOURA-PR138;99999;0.065888;
954;CMOURA-PR230;868;MARING-PR230;316;0.07836;
954;CMOURA-PR230;1047;SOSORI-PR230;378;0.17777;
954;CMOURA-PR230;1047;SOSORI-PR230;378;0.17774;
955;CNOVOS-SC525;964;CAXIAS-RS525;2110;0.023467;
955;CNOVOS-SC525;979;NSRITA-RS525;2728;0.0282;
955;CNOVOS-SC525;1030;MACHAD-SC525;2182;0.0059;
955;CNOVOS-SC525;1030;MACHAD-SC525;2182;0.004554;
955;CNOVOS-SC525;9738;ABATIS-SC525;2655;0.003777;
956;CNOVOS-SC230;953;CNOVOG-SC230;886;0.0064;
956;CNOVOS-SC230;953;CNOVOG-SC230;886;0.0064;
956;CNOVOS-SC230;955;CNOVOS-SC525;672;0.01238;
956;CNOVOS-SC230;955;CNOVOS-SC525;726;0.01232;
956;CNOVOS-SC230;955;CNOVOS-SC525;726;0.01228;
956;CNOVOS-SC230;1074;VIDEI2-SC230;258;0.06461;
956;CNOVOS-SC230;1074;VIDEI2-SC230;258;0.06461;
958;CNOVOE-SC138;956;CNOVOS-SC230;99999;0.05742;
958;CNOVOE-SC138;956;CNOVOS-SC230;99999;0.05767;
958;CNOVOE-SC138;956;CNOVOS-SC230;99999;0.0574;
958;CNOVOE-SC138;2750;CNOV-1TAP138;99999;0.0611;
958;CNOVOE-SC138;2751;CNOV-2TAP138;99999;0.0611;
958;CNOVOE-SC138;9745;OURO--TAP138;201;0.000321;
958;CNOVOE-SC138;10317;TUPITI-SC138;99999;0.006546;
959;CURITI-PR525;895;BATEIA-PR525;2273;0.00385;
959;CURITI-PR525;9542;CBALES-PR525;3033;0.0032;
960;CURITI-PR230;821;UMBARA-PR230;1036;0.0001;
960;CURITI-PR230;959;CURITI-PR525;672;0.01248;
960;CURITI-PR230;959;CURITI-PR525;672;0.01263;
960;CURITI-PR230;959;CURITI-PR525;672;0.0121;
960;CURITI-PR230;1015;JOINVI-SC230;378;0.09776;
960;CURITI-PR230;1020;JOINOR-SC230;378;0.08697;
960;CURITI-PR230;1020;JOINOR-SC230;418;0.08976;
961;FORQUI-SC230;1163;LAJGDE-RS230;333;0.1143;
961;FORQUI-SC230;2749;FORQUI-SC069;99999;0.0807;
961;FORQUI-SC230;2749;FORQUI-SC069;99999;0.0816;
961;FORQUI-SC230;2749;FORQUI-SC069;99999;0.0822;
962;FARROU-RS230;963;MCLARO-RS230;333;0.0304;
962;FARROU-RS230;963;MCLARO-RS230;333;0.0304;
962;FARROU-RS230;1206;GARIBA-RS230;385;0.02;
962;FARROU-RS230;1207;FARROU-RS069;99999;0.10843;
962;FARROU-RS230;1207;FARROU-RS069;99999;0.10988;
962;FARROU-RS230;1207;FARROU-RS069;99999;0.11705;
962;FARROU-RS230;9780;SCHAR2-RS230;255;0.063;
963;MCLARO-RS230;1153;14JULH-RS230;346;0.01682;
963;MCLARO-RS230;1154;CALVES-RS230;270;0.00629;
963;MCLARO-RS230;1161;MCLA-G-RS230;347;0.001;
963;MCLARO-RS230;1228;NPRAT2-RS230;227;0.03168;
964;CAXIAS-RS525;976;GRAVAT-RS525;1688;0.009164;
964;CAXIAS-RS525;995;ITA----SC525;2273;0.030339;
965;CAXIAS-RS230;962;FARROU-RS230;298;0.01935;
965;CAXIAS-RS230;962;FARROU-RS230;298;0.01935;
965;CAXIAS-RS230;964;CAXIAS-RS525;672;0.01211;
965;CAXIAS-RS230;964;CAXIAS-RS525;692;0.01233;
965;CAXIAS-RS230;964;CAXIAS-RS525;726;0.01292;
965;CAXIAS-RS230;1192;CAXIA5-RS230;339;0.021209;
965;CAXIAS-RS230;1198;CAMPOB-RS230;350;0.059163;
965;CAXIAS-RS230;1198;CAMPOB-RS230;350;0.059163;
965;CAXIAS-RS230;1386;CAXIA6-RS230;427;0.01936;
965;CAXIAS-RS230;9547;NPETR2-RS230;427;0.021521;
967;FLORIA-SC138;968;FLORIA-SC069;99999;0.30229;
967;FLORIA-SC138;968;FLORIA-SC069;99999;0.29607;
967;FLORIA-SC138;968;FLORIA-SC069;99999;0.29424;
967;FLORIA-SC138;1035;PALH-E-SC138;99999;0.02366;
967;FLORIA-SC138;1035;PALH-E-SC138;99999;0.02366;
967;FLORIA-SC138;9932;SJOSRP-SC138;99999;0.0125;
968;FLORIA-SC069;2735;COQUEI-SC069;99999;0.0574;
968;FLORIA-SC069;2884;ANGUGA-SC069;99999;0.4197;
970;CFGAR1-RS500;971;CFGAR2-RS500;99999;0.00001;
972;GARAB1-RS525;973;GARAB2-RS525;1362;0.00001;
972;GARAB1-RS525;1045;SANGEL-RS525;1637;0.0158;
973;GARAB2-RS525;1045;SANGEL-RS525;2182;0.01698;
976;GRAVAT-RS525;979;NSRITA-RS525;2110;0.00343;
978;GUAIRA-PR230;847;GUAIRA-PR138;99999;0.063655;
978;GUAIRA-PR230;847;GUAIRA-PR138;99999;0.06511;
978;GUAIRA-PR230;1086;DOURAD-MS230;378;0.17596;
978;GUAIRA-PR230;2458;CASCOE-PR230;378;0.0765;
980;NSRITA-RS230;979;NSRITA-RS525;807;0.01285;
980;NSRITA-RS230;979;NSRITA-RS525;672;0.01238;
980;NSRITA-RS230;979;NSRITA-RS525;726;0.01238;
980;NSRITA-RS230;979;NSRITA-RS525;726;0.01174;
980;NSRITA-RS230;1204;PPETRO-RS230;631;0.0052605;
980;NSRITA-RS230;9780;SCHAR2-RS230;386;0.02141;
980;NSRITA-RS230;9780;SCHAR2-RS230;386;0.02141;
981;MAUA---PR230;827;JAGUAR-PR230;425;0.09948;
981;MAUA---PR230;884;FIGUEI-PR230;425;0.03989;
981;MAUA---PR230;982;MAUA---PR034;99999;0.9677;
981;MAUA---PR230;983;MAUA--UHE002;390;0.046;
981;MAUA---PR230;9988;KLACEL-PR230;417;0.034773;
982;MAUA---PR034;993;MAUPCH-PR034;99999;0.163;
985;ILHOTA-SC138;987;ILHOT1-SC000;99999;0.181;
985;ILHOTA-SC138;988;ILHOT2-SC000;99999;0.1878;
985;ILHOTA-SC138;992;ITAJAI-SC138;99999;0.02725;
985;ILHOTA-SC138;992;ITAJAI-SC138;99999;0.0297;
985;ILHOTA-SC138;2726;CEB-1Y-SC138;99999;0.08088;
985;ILHOTA-SC138;2830;PICARR-SC138;99999;0.06312;
986;ILHOTA-SC069;987;ILHOT1-SC000;99999;-0.018;
986;ILHOTA-SC069;988;ILHOT2-SC000;99999;-0.0216;
986;ILHOTA-SC069;2776;ITAJSA-SC069;99999;0.1031;
986;ILHOTA-SC069;2776;ITAJSA-SC069;99999;0.1031;
989;ILHOT1SIN001;987;ILHOT1-SC000;99999;0.163;
990;ILHOT2SIN001;988;ILHOT2-SC000;99999;0.161;
991;ITAJAI-SC230;939;BLUMEN-SC230;350;0.028436;
992;ITAJAI-SC138;991;ITAJAI-SC230;99999;0.06009;
992;ITAJAI-SC138;991;ITAJAI-SC230;99999;0.06014;
992;ITAJAI-SC138;991;ITAJAI-SC230;99999;0.06073;
992;ITAJAI-SC138;991;ITAJAI-SC230;99999;0.0588;
992;ITAJAI-SC138;2718;BRUSQU-SC138;99999;0.0396;
992;ITAJAI-SC138;2778;ITJITA-SC138;287;0.0163;
992;ITAJAI-SC138;2778;ITJITA-SC138;287;0.0163;
993;MAUPCH-PR034;984;MAUA--PCH002;99999;0.9675;
994;UBIRAT-PR138;10164;UNITA--PR138;99999;0.0179;
995;ITA----SC525;979;NSRITA-RS525;2110;0.03648;
995;ITA----SC525;979;NSRITA-RS525;2810;0.037475;
995;ITA----SC525;1030;MACHAD-SC525;2182;0.0092;
995;ITA----SC525;1045;SANGEL-RS525;1637;0.027595;
995;ITA----SC525;1045;SANGEL-RS525;2182;0.02877;
995;ITA----SC525;1060;SSANTI-PR525;2728;0.0217;
995;ITA----SC525;1060;SSANTI-PR525;3033;0.023;
996;ITAG---SC525;904;ITA---UHE003;1625;0.015383;
996;ITAG---SC525;905;ITA---SIN002;1300;0.04615;
996;ITAG---SC525;995;ITA----SC525;1819;0.00023;
996;ITAG---SC525;995;ITA----SC525;1819;0.00023;
997;PAMPAS-RS525;998;PAMPASUTE001;425;0.0382;
999;IVAIPE-PR525;66;IVAIPO-PR525;2724;0.00009;
999;IVAIPE-PR525;66;IVAIPO-PR525;2724;0.00009;
999;IVAIPE-PR525;66;IVAIPO-PR525;2273;0.00009;
999;IVAIPE-PR525;933;AREIA--PR525;2728;0.02012;
999;IVAIPE-PR525;1027;LONDRI-PR525;2273;0.01413;
999;IVAIPE-PR525;1027;LONDRI-PR525;2728;0.01448;
999;IVAIPE-PR525;1060;SSANTI-PR525;2728;0.0194;
999;IVAIPE-PR525;1060;SSANTI-PR525;3184;0.02005;
1006;JLAC-A-SC230;909;JLA34AUTE000;99999;0.06379;
1006;JLAC-A-SC230;1008;JLAC-A-SC069;99999;0.10904;
1006;JLAC-A-SC230;1008;JLAC-A-SC069;99999;0.12518;
1006;JLAC-A-SC230;1010;JLAC-B-SC230;382;0.00074;
1006;JLAC-A-SC230;1010;JLAC-B-SC230;331;0.00074;
1007;JLAC-A-SC138;907;JLA12AUTE000;99999;0.16966;
1007;JLAC-A-SC138;1006;JLAC-A-SC230;99999;0.11826;
1007;JLAC-A-SC138;1006;JLAC-A-SC230;99999;0.11826;
1007;JLAC-A-SC138;1008;JLAC-A-SC069;99999;0.33121;
1007;JLAC-A-SC138;1008;JLAC-A-SC069;99999;0.1697;
1007;JLAC-A-SC138;1035;PALH-E-SC138;99999;0.28498;
1007;JLAC-A-SC138;2700;BOMJAR-SC138;99999;0.152;
1007;JLAC-A-SC138;2821;ORLEAN-SC138;99999;0.1021;
1008;JLAC-A-SC069;2875;TUBARA-SC069;99999;0.0462;
1008;JLAC-A-SC069;2875;TUBARA-SC069;99999;0.0546;
1008;JLAC-A-SC069;2875;TUBARA-SC069;99999;0.0435;
1010;JLAC-B-SC230;911;JLA56BUTE001;312;0.08974;
1010;JLAC-B-SC230;1011;JLAC-C-SC230;390;0.0006;
1010;JLAC-B-SC230;1034;PALHOC-SC230;333;0.11617;
1010;JLAC-B-SC230;1057;SIDERO-SC230;333;0.04842;
1010;JLAC-B-SC230;1057;SIDERO-SC230;306;0.04637;
1010;JLAC-B-SC230;1057;SIDERO-SC230;378;0.04296;
1010;JLAC-B-SC230;41421;JLAUXC-SC230;99999;0.0006;
1011;JLAC-C-SC230;913;JLA7C-UTE001;99999;0.07436;
1011;JLAC-C-SC230;913;JLA7C-UTE001;99999;0.07413;
1014;BJARD-PCH069;9038;SANTONPCH069;99999;0.1558;
1015;JOINVI-SC230;1017;JOINVI-SC069;99999;0.1023;
1015;JOINVI-SC230;1020;JOINOR-SC230;378;0.00516;
1015;JOINVI-SC230;2886;VEGASU-SC230;207;0.04143;
1015;JOINVI-SC230;2886;VEGASU-SC230;207;0.04143;
1016;JOINVI-SC138;1015;JOINVI-SC230;99999;0.10478;
1016;JOINVI-SC138;1015;JOINVI-SC230;99999;0.05853;
1016;JOINVI-SC138;1015;JOINVI-SC230;99999;0.0578;
1016;JOINVI-SC138;1015;JOINVI-SC230;99999;0.12721;
1016;JOINVI-SC138;1017;JOINVI-SC069;99999;0.16866;
1016;JOINVI-SC138;1017;JOINVI-SC069;99999;0.29211;
1016;JOINVI-SC138;1017;JOINVI-SC069;99999;0.28707;
1016;JOINVI-SC138;2759;JOINGM-SC138;99999;0.02134;
1016;JOINVI-SC138;2789;JOINV4-SC138;99999;0.0128;
1016;JOINVI-SC138;2789;JOINV4-SC138;99999;0.0128;
1016;JOINVI-SC138;2799;JOINSC-SC138;99999;0.0291;
1016;JOINVI-SC138;2867;TIGRE--SC138;99999;0.01289;
1016;JOINVI-SC138;2898;WEGFUN-SC138;99999;0.0591;
1016;JOINVI-SC138;10201;SBB-1Y-SC138;99999;0.1367;
1017;JOINVI-SC069;2786;JOINV1-SC069;99999;0.001;
1017;JOINVI-SC069;2786;JOINV1-SC069;99999;0.001;
1018;CORUM2-MS230;1078;ANASTACER230;793;0.15903;
1018;CORUM2-MS230;1078;ANASTACER230;793;0.15903;
1019;CORUM2-MS138;1018;CORUM2-MS230;99999;0.0951;
1019;CORUM2-MS138;1018;CORUM2-MS230;99999;0.0939;
1019;CORUM2-MS138;1137;CORUMB-MS138;99999;0.00833;
1019;CORUM2-MS138;1137;CORUMB-MS138;99999;0.00833;
1023;ARABUT-SC069;1024;IPUMIR-SC069;99999;0.1321;
1023;ARABUT-SC069;2734;CONCOR-SC069;99999;0.1708;
1024;IPUMIR-SC069;9689;FAXGUE-SC069;99999;0.2814;
1025;CGRAN2-MS230;1026;CGRAN2-MS138;99999;0.08843;
1025;CGRAN2-MS230;1026;CGRAN2-MS138;99999;0.0885;
1025;CGRAN2-MS230;1026;CGRAN2-MS138;99999;0.0894;
1026;CGRAN2-MS138;1082;CGRAND-MS138;339;0.0143;
1027;LONDRI-PR525;556;ASSIS--SP525;2001;0.01409;
1027;LONDRI-PR525;556;ASSIS--SP525;2837;0.01378;
1028;LOND-E-PR230;868;MARING-PR230;316;0.0909;
1028;LOND-E-PR230;868;MARING-PR230;328;0.09673;
1028;LOND-E-PR230;884;FIGUEI-PR230;337;0.0984;
1028;LOND-E-PR230;884;FIGUEI-PR230;337;0.0864;
1028;LOND-E-PR230;1027;LONDRI-PR525;672;0.0121;
1028;LOND-E-PR230;1027;LONDRI-PR525;672;0.01272;
1028;LOND-E-PR230;1027;LONDRI-PR525;672;0.01219;
1028;LOND-E-PR230;1029;LOND-F-PR230;424;0.02503;
1030;MACHAD-SC525;915;MACHADUHE002;1254;0.020655;
1030;MACHAD-SC525;916;MACHADSIN001;1260;0.04131;
1032;PALH-F-SC230;41413;ENSEAD-SC230;327;0.0187;
1034;PALHOC-SC230;9533;GASPA2-SC230;333;0.121;
1035;PALH-E-SC138;1034;PALHOC-SC230;99999;0.11813;
1035;PALH-E-SC138;1034;PALHOC-SC230;99999;0.12533;
1035;PALH-E-SC138;1034;PALHOC-SC230;99999;0.1224;
1035;PALH-E-SC138;1034;PALHOC-SC230;99999;0.0584;
1035;PALH-E-SC138;2826;PALHOC-SC138;99999;0.0121;
1035;PALH-E-SC138;2831;PALPIN-SC138;99999;0.09384;
1035;PALH-E-SC138;9870;PALHOC-SC013;99999;0.5225;
1035;PALH-E-SC138;9870;PALHOC-SC013;99999;0.795;
1035;PALH-E-SC138;9991;CAPOEI-SC138;99999;0.0363;
1035;PALH-E-SC138;10200;CQS2---SC138;99999;0.0396;
1039;PFUND2-RS069;1279;SMARTA-RS069;99999;0.0688;
1040;RINCON-RS500;970;CFGAR1-RS500;99999;0.0145;
1040;RINCON-RS500;971;CFGAR2-RS500;1732;0.01448;
1041;PFUNDO-RS230;917;PFUNDOUHE002;291;0.04665;
1041;PFUNDO-RS230;918;PFUNDOSIN000;291;0.0933;
1041;PFUNDO-RS230;1069;XANXER-SC230;342;0.07776;
1041;PFUNDO-RS230;1069;XANXER-SC230;342;0.07766;
1041;PFUNDO-RS230;1228;NPRAT2-RS230;227;0.18908;
1041;PFUNDO-RS230;1228;NPRAT2-RS230;227;0.19177;
1041;PFUNDO-RS230;1281;SMARTA-RS230;298;0.0915;
1042;PFUNDO-RS138;1041;PFUNDO-RS230;99999;0.0404;
1042;PFUNDO-RS138;1041;PFUNDO-RS230;99999;0.0388;
1042;PFUNDO-RS138;2069;EREXIM-RS138;203;0.1193;
1042;PFUNDO-RS138;2095;PFUNDO-RS023;99999;0.3484;
1043;CFRIVE-RS230;1044;CFRIVE-RS013;99999;0.13001;
1043;CFRIVE-RS230;1230;LIVRA2-RS230;99999;0.00832;
1046;SANGEL-RS230;1045;SANGEL-RS525;807;0.01242;
1046;SANGEL-RS230;1045;SANGEL-RS525;672;0.01211;
1046;SANGEL-RS230;1045;SANGEL-RS525;672;0.01293;
1046;SANGEL-RS230;1250;SANGE2-RS230;632;0.00402;
1047;SOSORI-PR230;919;SOSO14UHE003;99999;0.01669;
1047;SOSORI-PR230;920;SOSO14SIN001;788;0.06676;
1047;SOSORI-PR230;921;SOSO56UHE001;393;0.03391;
1047;SOSORI-PR230;922;SOSO56SIN000;393;0.06782;
1047;SOSORI-PR230;934;AREIA--PR230;319;0.15738;
1047;SOSORI-PR230;934;AREIA--PR230;319;0.15718;
1047;SOSORI-PR230;1048;SOSORI-PR069;99999;0.47874;
1047;SOSORI-PR230;1069;XANXER-SC230;450;0.15751;
1048;SOSORI-PR069;2455;SOSORITAP069;99999;0.031;
1053;TIBAGIUHE138;1052;TIBAGI-PR138;99999;0.0045;
1057;SIDERO-SC230;961;FORQUI-SC230;333;0.02642;
1057;SIDERO-SC230;1058;SIDERE-SC069;99999;0.12543;
1057;SIDERO-SC230;1058;SIDERE-SC069;99999;0.12478;
1057;SIDERO-SC230;1058;SIDERE-SC069;99999;0.12008;
1057;SIDERO-SC230;1058;SIDERE-SC069;99999;0.10318;
1058;SIDERE-SC069;2737;CRICIU-SC069;99999;0.1132;
1058;SIDERE-SC069;2737;CRICIU-SC069;99999;0.1132;
1058;SIDERE-SC069;2738;CRIFLO-SC069;99999;0.0836;
1058;SIDERE-SC069;2747;FORQ-C-SC069;99999;0.1333;
1058;SIDERE-SC069;2857;SIDERO-SC069;99999;0.0109;
1058;SIDERE-SC069;2857;SIDERO-SC069;99999;0.0109;
1060;SSANTI-PR525;856;SEGRED-PR525;2363;0.00697;
1060;SSANTI-PR525;925;SSANTIUHE003;1402;0.01485;
1060;SSANTI-PR525;926;SSANTISIN001;1052;0.04455;
1062;FCHAPE-RS138;1071;FCHAPE-RS230;99999;0.2164;
1062;FCHAPE-RS138;1071;FCHAPE-RS230;99999;0.2162;
1062;FCHAPE-RS138;1071;FCHAPE-RS230;99999;0.2164;
1062;FCHAPE-RS138;2731;CHAPE2-SC138;99999;0.1144;
1062;FCHAPE-RS138;9549;PLANAL-RS138;203;0.0629;
1071;FCHAPE-RS230;1069;XANXER-SC230;637;0.05176;
1071;FCHAPE-RS230;1069;XANXER-SC230;637;0.05044;
1071;FCHAPE-RS230;1070;FCHAPEUHE002;900;0.019107;
1071;FCHAPE-RS230;1073;FCHAPESIN002;300;0.05732;
1071;FCHAPE-RS230;1213;GUARIT-RS230;376;0.07044;
1071;FCHAPE-RS230;9840;PINHA2-SC230;458;0.0329;
1071;FCHAPE-RS230;9840;PINHA2-SC230;458;0.03304;
1076;ISOLT2-MS440;538;ISOLTE-SP440;3082;0.00109;
1076;ISOLT2-MS440;538;ISOLTE-SP440;3082;0.00109;
1077;ISOLT2-MS230;1076;ISOLT2-MS440;585;0.02644;
1077;ISOLT2-MS230;1076;ISOLT2-MS440;585;0.02644;
1077;ISOLT2-MS230;1076;ISOLT2-MS440;585;0.02644;
1077;ISOLT2-MS230;1090;INOCEN-MS230;868;0.04344;
1077;ISOLT2-MS230;1090;INOCEN-MS230;868;0.04344;
1077;ISOLT2-MS230;1090;INOCEN-MS230;868;0.04344;
1078;ANASTACER230;1086;DOURAD-MS230;212;0.17315;
1079;ANAS-A-MS138;1078;ANASTACER230;99999;0.12627;
1079;ANAS-A-MS138;1131;AQUIDA-MS138;99999;0.028244;
1080;ANAS-B-MS138;1078;ANASTACER230;99999;0.1326;
1080;ANAS-B-MS138;1131;AQUIDA-MS138;99999;0.028244;
1081;JATA-G-GO138;1084;JATAI--GO230;270;0.0401;
1081;JATA-G-GO138;1084;JATAI--GO230;270;0.0401;
1081;JATA-G-GO138;9563;MINEIR-MS138;237;0.10723;
1081;JATA-G-GO138;9565;AGUAEM-MS138;99999;0.080465;
1081;JATA-G-GO138;9567;JATAI--GO138;206;0.13464;
1082;CGRAND-MS138;1026;CGRAN2-MS138;294;0.015;
1082;CGRAND-MS138;1134;CGMCOU-MS138;99999;0.0181;
1082;CGRAND-MS138;1134;CGMCOU-MS138;99999;0.0181;
1082;CGRAND-MS138;1136;CGCUIA-MS138;99999;0.0278;
1082;CGRAND-MS138;1136;CGCUIA-MS138;99999;0.0295;
1082;CGRAND-MS138;1144;MIMOSO-MS138;99999;0.2831;
1082;CGRAND-MS138;1144;MIMOSO-MS138;99999;0.2832;
1082;CGRAND-MS138;1144;MIMOSO-MS138;99999;0.2621;
1082;CGRAND-MS138;1144;MIMOSO-MS138;99999;0.2621;
1082;CGRAND-MS138;1149;AGUCGR-MS138;99999;0.037;
1084;JATAI--GO230;7079;RVERDN-GO230;669;0.083403;
1084;JATAI--GO230;7079;RVERDN-GO230;669;0.083403;
1085;SIDROL-MS230;1075;SIDRO2-MS138;99999;0.12927;
1085;SIDROL-MS230;1075;SIDRO2-MS138;99999;0.12927;
1085;SIDROL-MS230;1078;ANASTACER230;685;0.06861;
1087;RBRILH-MS230;545;NPPRIM-MS230;669;0.0931;
1087;RBRILH-MS230;545;NPPRIM-MS230;823;0.0931;
1087;RBRILH-MS230;1095;RBRI-G-MS138;99999;0.0786;
1087;RBRILH-MS230;1095;RBRI-G-MS138;99999;0.0789;
1087;RBRILH-MS230;1889;IMBIRUCER230;669;0.0977;
1088;IVINH2-MS230;545;NPPRIM-MS230;669;0.04186;
1088;IVINH2-MS230;1086;DOURAD-MS230;669;0.09918;
1089;CHAPAD-MS230;1025;CGRAN2-MS230;793;0.19257;
1089;CHAPAD-MS230;1084;JATAI--GO230;685;0.086133;
1089;CHAPAD-MS230;1084;JATAI--GO230;685;0.086133;
